Región;Especie;Centro;Barrio;Jaula;Cepa;Genetica;Piscucultura origen;Año cierre centro;Batch/Lote; Fecha inicio Siembra ; Fecha Fin ciclo ;Meses cultivo;Num siembra;Peso siembra;% Mortalidad;% Dif inventario;N° cosecha;Biom. Cosecha wfe;Peso Cosecha wfe;FCRb;FCRe;SGR;Productividad;Alimento consumido
XI;Salar;Elena Norte;28a;6;Aquagen;QTL IPN SRS;Quiman;2021;Lote 1096;21-08-2020;10-08-2021;11,6;40.909;150;4%;2%;40.149;173.418;4,32;1,02;1,03;0,97;4,24;185.805
XI;Salar;Elena Norte;28a;7;Aquagen;QTL IPN SRS;Quiman;2021;Lote 1096;20-08-2020;10-08-2021;11,6;40.909;145;5%;-6%;36.412;156.572;4,30;1,09;1,11;0,98;3,83;180.428
XI;Salar;Elena Norte;28a;8;Aquagen;QTL IPN SRS;Quiman;2021;Lote 1096;23-08-2020;17-08-2021;11,8;44.420;155;15%;16%;44.550;168.549;3,78;1,06;1,13;0,91;3,79;196.259
XI;Salar;Elena Norte;28a;10;Aquagen;QTL IPN SRS;Quiman;2021;Lote 1096;23-08-2020;21-08-2021;11,9;44.420;154;5%;-3%;40.847;173.894;4,26;1,08;1,11;0,94;3,91;199.612
XI;Salar;Elena Norte;28a;13;Aquagen;QTL IPN SRS;Quiman;2021;Lote 1096;17-09-2020;26-08-2021;11,2;44.420;113;30%;15%;37.530;138.249;3,68;0,94;1,10;1,04;3,11;157.697
XI;Salar;Elena Norte;28a;14;Aquagen;QTL IPN SRS;Quiman;2021;Lote 1096;14-09-2020;16-09-2021;12,0;44.420;105;8%;5%;42.974;172.025;4,00;1,02;1,06;1,01;3,87;191.525
XI;Salar;Elena Norte;28a;9;Aquagen;QTL IPN SRS;Quiman;2021;Lote 1096;14-09-2020;16-09-2021;12,0;44.420;120;7%;6%;44.008;165.637;3,76;1,06;1,09;0,96;3,73;188.866
XI;Salar;Elena Norte;28a;11;Aquagen;QTL IPN SRS;Quiman;2021;Lote 1096;16-09-2020;22-09-2021;12,2;44.420;119;5%;-2%;41.208;164.428;3,99;1,07;1,09;0,97;3,70;186.666
XI;Salar;Elena Norte;28a;21;Aquagen;QTL IPN SRS;Pullinque;2021;Lote 2010B;15-10-2020;21-08-2021;10,2;44.420;100;7%;-6%;38.537;156.188;4,05;1,02;1,06;1,22;3,52;174.054
XI;Salar;Elena Norte;28a;20;Aquagen;QTL IPN SRS;Pullinque;2021;Lote 2010B;15-10-2020;27-08-2021;10,4;44.420;100;7%;12%;46.781;188.901;4,04;0,96;0,99;1,19;4,25;197.064
XI;Salar;Elena Norte;28a;18;Aquagen;QTL IPN SRS;Pullinque;2021;Lote 2010B;09-10-2020;01-09-2021;10,7;44.420;100;6%;5%;44.147;181.824;4,12;0,99;1,01;1,16;4,09;193.678
XI;Salar;Elena Norte;28a;17;Aquagen;QTL IPN SRS;Pullinque;2021;Lote 2010B;09-10-2020;05-09-2021;10,9;44.420;100;8%;-2%;40.243;158.599;3,94;1,08;1,12;1,13;3,57;186.658
XI;Salar;Elena Norte;28a;22;Aquagen;QTL IPN SRS;Pullinque;2021;Lote 2010B;15-10-2020;05-09-2021;10,7;44.420;100;14%;8%;41.565;164.826;3,97;1,02;1,10;1,15;3,71;189.409
XI;Salar;Elena Norte;28a;16;Aquagen;QTL IPN SRS;Pullinque;2021;Lote 2010B;09-10-2020;09-09-2021;11,0;44.420;100;6%;-3%;40.682;170.696;4,20;1,06;1,09;1,14;3,84;195.820
XI;Salar;Elena Norte;28a;15;Aquagen;QTL IPN SRS;Pullinque;2021;Lote 2010B;09-10-2020;25-09-2021;11,5;44.420;100;8%;-6%;38.464;165.682;4,31;1,08;1,12;1,09;3,73;194.742
XI;Salar;Elena Norte;28a;19;Aquagen;QTL IPN SRS;Pullinque;2021;Lote 2010B;15-10-2020;25-09-2021;11,3;44.420;100;8%;3%;42.552;178.398;4,19;1,00;1,03;1,10;4,02;193.527
XI;Salar;Chivato 1;22b;118;Aquagen;QTL IPN GROWTH;Rupanquito;2021;Lote 2009;08-10-2020;29-08-2021;10,7;42.375;170;5%;4%;42.062;271.089;6,44;0,93;0,95;1,14;6,40;268.705
XI;Salar;Chivato 1;22b;117;Aquagen;QTL IPN GROWTH;Rupanquito;2021;Lote 2009;12-10-2020;02-09-2021;10,7;42.375;178;3%;0%;41.010;247.555;6,04;0,95;0,96;1,11;5,84;249.287
XI;Salar;Chivato 1;22b;115;Aquagen;QTL IPN GROWTH;Rupanquito;2021;Lote 2009;20-10-2020;03-10-2021;11,4;42.375;198;3%;1%;41.340;232.316;5,62;0,99;1,01;0,98;5,48;242.868
XI;Salar;Chivato 1;22b;116;Aquagen;QTL IPN GROWTH;Rupanquito;2021;Lote 2009;08-10-2020;21-10-2021;12,4;42.375;168;3%;-3%;39.592;252.773;6,38;1,07;1,09;0,98;5,97;287.248
XI;Salar;Chivato 1;22b;114;Aquagen;QTL IPN SRS GROWTH;Rupanquito;2021;Lote 1097;31-10-2020;07-09-2021;10,2;42.375;263;10%;1%;38.793;201.267;5,19;1,02;1,04;0,98;4,75;214.032
XI;Salar;Chivato 1;22b;113;Aquagen;QTL IPN SRS GROWTH;Rupanquito;2021;Lote 1097;26-10-2020;15-10-2021;11,6;42.375;231;3%;0%;41.468;229.893;5,54;0,97;0,98;0,92;5,43;232.550
XI;Salar;Chivato 1;22b;111;Aquagen;QTL IPN SRS GROWTH;Rupanquito;2021;Lote 1097;26-10-2020;17-10-2021;11,7;42.375;235;3%;-1%;40.712;226.973;5,58;1,03;1,05;0,91;5,36;245.917
XI;Salar;Chivato 1;22b;112;Aquagen;QTL IPN SRS GROWTH;Rupanquito;2021;Lote 1097;31-10-2020;21-10-2021;11,6;42.375;271;5%;-2%;39.689;213.948;5,39;1,00;1,02;0,86;5,05;223.062
XI;Salar;Chivato 1;22b;110;Aquagen;QTL IPN GROWTH;Chesque alto;2021;Lote 1091;08-10-2020;18-09-2021;11,3;48.600;120;32%;-2%;31.933;170.212;5,33;1,01;1,05;1,12;3,50;186.821
XI;Salar;Chivato 1;22b;102;Aquagen;QTL IPN GROWTH;Chesque alto;2021;Lote 1091;19-10-2020;20-09-2021;11,0;48.600;120;25%;6%;39.130;185.400;4,74;0,98;1,01;1,12;3,81;195.406
XI;Salar;Chivato 1;22b;108;Aquagen;QTL IPN GROWTH;Chesque alto;2021;Lote 1091;08-10-2020;23-09-2021;11,5;48.600;120;30%;-1%;33.564;188.669;5,62;0,95;0,99;1,12;3,88;195.283
XI;Salar;Chivato 1;22b;109;Aquagen;QTL IPN GROWTH;Chesque alto;2021;Lote 1091;11-10-2020;23-09-2021;11,4;48.600;120;29%;-4%;32.523;172.867;5,32;1,03;1,07;1,11;3,56;192.414
XI;Salar;Chivato 1;22b;107;Aquagen;QTL IPN GROWTH;Chesque alto;2021;Lote 1091;11-10-2020;29-09-2021;11,6;48.600;120;52%;-3%;21.911;127.221;5,81;1,01;1,11;1,12;2,62;145.884
XI;Salar;Chivato 1;22b;101;Aquagen;QTL IPN GROWTH;Chesque alto;2021;Lote 1091;19-10-2020;01-10-2021;11,4;48.600;120;20%;2%;39.667;204.271;5,15;0,97;1,02;1,10;4,20;217.208
XI;Salar;Chivato 1;22b;106;Aquagen;QTL IPN GROWTH;Chesque alto;2021;Lote 1091;15-10-2020;05-10-2021;11,6;48.600;120;25%;1%;36.904;197.360;5,35;0,98;1,03;1,09;4,06;213.077
XI;Salar;Chivato 1;22b;104;Aquagen;QTL IPN GROWTH;Chesque alto;2021;Lote 1091;15-10-2020;11-10-2021;11,8;48.600;120;21%;-2%;37.666;203.045;5,39;1,01;1,06;1,07;4,18;224.430
XI;Salar;Chivato 1;22b;105;Aquagen;QTL IPN GROWTH;Chesque alto;2021;Lote 1091;16-10-2020;18-10-2021;12,0;48.600;120;31%;3%;35.076;191.209;5,45;0,94;1,03;1,06;3,93;206.497
XI;Salar;Chivato 1;22b;103;Aquagen;QTL IPN GROWTH;Chesque alto;2021;Lote 1091;16-10-2020;21-10-2021;12,1;48.600;120;24%;9%;41.649;217.584;5,22;0,96;1,01;1,04;4,48;231.111
XI;Salar;Midhurst;19a;101;Aquagen;QTL IPN SRS GROWTH;Rupanquito;2021;Lote 1097;28-11-2020;23-10-2021;10,8;95.947;270;4%;0%;92.159;385.512;4,18;1,00;1,02;0,85;4,02;397.979
XI;Salar;Midhurst;19a;102;Aquagen;QTL IPN SRS;Sealand;2021;Batch 51HC;07-12-2020;20-12-2021;12,4;95.945;180;3%;-5%;88.406;356.315;4,03;1,06;1,07;0,84;3,71;392.030
XI;Salar;Midhurst;19a;103;Aquagen;QTL IPN SRS;Sealand;2021;Batch 51HC;09-12-2020;01-12-2021;11,7;95.945;194;2%;-2%;92.152;360.765;3,91;0,97;0,98;0,85;3,76;362.083
XI;Salar;Midhurst;19a;104;Aquagen;QTL IPN SRS;Sealand;2021;Batch 51HC;06-12-2020;06-12-2021;12,0;95.945;213;3%;-4%;89.269;359.158;4,02;1,01;1,03;0,82;3,74;375.056
XI;Salar;Midhurst;19a;105;Aquagen;QTL IPN SRS;Sealand;2021;Batch 51HC;22-11-2020;26-11-2021;12,1;95.945;183;3%;-4%;89.306;393.705;4,41;1,07;1,08;0,88;4,10;438.383
XI;Salar;Midhurst;19a;106;Aquagen;QTL IPN SRS;Sealand;2021;Batch 51HC;22-11-2020;15-12-2021;12,7;95.945;245;3%;-2%;91.590;376.716;4,11;1,06;1,08;0,75;3,93;412.463
XI;Salar;Midhurst;19a;107;Aquagen;QTL IPN SRS;Sealand;2021;Batch 51HC;20-11-2020;15-11-2021;11,8;95.945;221;3%;-3%;90.284;388.036;4,30;1,09;1,11;0,85;4,04;439.790
XI;Salar;Midhurst;19a;108;Aquagen;QTL IPN SRS;Sealand;2021;Batch 51HC;19-11-2020;10-11-2021;11,7;95.945;204;3%;0%;93.315;396.993;4,25;1,06;1,07;0,88;4,14;436.057
XI;Salar;Midhurst;19a;109;Aquagen;QTL IPN SRS;Sealand;2021;Batch 51HC;16-11-2020;02-11-2021;11,5;95.945;180;4%;-3%;89.574;395.093;4,41;1,02;1,04;0,93;4,12;423.607
XI;Salar;Midhurst;19a;110;Aquagen;QTL IPN SRS;Sealand;2021;Batch 51HC;17-11-2020;27-10-2021;11,3;95.945;200;3%;-5%;88.464;386.791;4,37;1,08;1,09;0,92;4,03;432.552
XII;Salar;Mina Elena;49b;202;Aquagen;QTL IPN SRS;Kudiñam;2020;Lote 2001;07-08-2018;26-11-2019;15,6;79.812;167;3%;1%;78.586;425.807;5,42;1,21;1,23;0,75;5,34;545.067
XII;Salar;Mina Elena;49b;201;Aquagen;QTL IPN SRS;Kudiñam;2020;Lote 2001;07-08-2018;08-12-2019;16,0;79.812;195;3%;5%;81.731;463.157;5,67;1,17;1,18;0,70;5,80;568.296
XII;Salar;Mina Elena;49b;205;Aquagen;QTL IPN SRS;Kudiñam;2020;Lote 2001;20-08-2018;11-01-2020;16,7;79.812;170;3%;14%;88.148;502.826;5,70;0,92;0,94;0,70;6,30;493.366
XII;Salar;Mina Elena;49b;207;Aquagen;QTL IPN SRS;Kudiñam;2020;Lote 2001;22-08-2018;04-02-2020;17,4;79.812;135;3%;3%;79.755;460.011;5,77;1,21;1,23;0,72;5,76;596.182
XII;Salar;Mina Elena;49b;203;Aquagen;QTL IPN SRS;Kudiñam;2020;Lote 2001;20-08-2018;09-02-2020;17,6;79.812;149;4%;-19%;61.650;383.840;6,23;1,69;1,72;0,71;4,81;691.369
XII;Salar;Mina Elena;49b;204;Aquagen;QTL IPN SRS;Kudiñam;2020;Lote 2001;20-08-2018;15-02-2020;17,8;77.412;141;4%;15%;85.526;483.681;5,66;1,05;1,07;0,69;6,25;544.281
XII;Salar;Mina Elena;49b;206;Aquagen;QTL IPN SRS;Kudiñam;2020;Lote 2001;22-08-2018;05-03-2020;18,4;79.812;135;4%;8%;83.504;489.917;5,87;1,20;1,22;0,69;6,14;631.273
XII;Salar;Mina Elena;49b;208;Aquagen;QTL IPN SRS;Kudiñam;2020;Lote 2001;04-09-2018;09-03-2020;18,1;79.812;142;5%;19%;91.023;445.485;4,89;1,30;1,34;0,65;5,58;626.153
XII;Salar;Mina Elena;49b;104;Aquagen;QTL IPN SRS;Kudiñam;2020;Lote 2001;25-09-2018;14-04-2020;18,6;79.812;102;5%;0%;75.914;453.795;5,98;1,19;1,22;0,73;5,69;585.540
XII;Salar;Mina Elena;49b;103;Aquagen;QTL IPN SRS;Kudiñam;2020;Lote 2001;17-09-2018;15-04-2020;18,9;79.812;127;5%;-1%;75.758;451.396;5,96;1,19;1,22;0,68;5,66;580.405
XII;Salar;Mina Elena;49b;102;Aquagen;QTL IPN SRS;Kudiñam;2020;Lote 2001;04-09-2018;10-05-2020;20,1;79.812;124;5%;-2%;74.407;525.120;7,06;1,22;1,25;0,67;6,58;693.007
XII;Salar;Mina Elena;49b;101;Aquagen;QTL IPN SRS;Kudiñam;2020;Lote 2001;04-09-2018;20-05-2020;20,5;79.812;137;6%;16%;87.213;599.203;6,87;1,21;1,25;0,64;7,51;791.246
XII;Salar;Mina Elena;49b;106;Aquagen;QTL IPN SRS;Kudiñam;2020;Lote 2002;14-10-2018;01-05-2020;18,5;79.812;132;4%;5%;80.461;515.138;6,40;1,17;1,20;0,70;6,45;653.940
XII;Salar;Mina Elena;49b;105;Aquagen;QTL IPN SRS;Kudiñam;2020;Lote 2002;14-10-2018;05-05-2020;18,7;79.812;131;5%;12%;85.512;551.968;6,45;1,19;1,22;0,70;6,92;713.303
XII;Salar;Mina Elena;49b;107;Aquagen;QTL IPN SRS;Kudiñam;2020;Lote 2002;24-10-2018;23-05-2020;18,9;79.812;167;4%;9%;84.182;499.218;5,93;1,18;1,21;0,63;6,25;633.362
XII;Salar;Mina Elena;49b;108;Aquagen;QTL IPN SRS;Kudiñam;2020;Lote 2002;24-10-2018;26-05-2020;19,0;79.812;134;3%;7%;82.580;541.106;6,55;1,20;1,22;0,68;6,78;695.045
XII;Salar;Marta;49a;201A;Aquagen;QTL IPN AGE;San Patricio;2020;Lote 2003;15-12-2018;17-12-2019;12,0;68.428;100;2%;6%;71.218;292.136;4,10;1,05;1,06;1,03;4,27;326.770
XII;Salar;Marta;49a;202A;Aquagen;QTL IPN AGE;San Patricio;2020;Lote 2003;15-12-2018;01-01-2020;12,5;68.428;100;2%;-2%;65.881;267.959;4,07;1,13;1,14;0,99;3,92;321.711
XII;Salar;Marta;49a;204A;Aquagen;QTL IPN AGE;San Patricio;2020;Lote 2003;14-12-2018;06-07-2020;18,7;68.428;100;3%;-20%;52.505;428.037;8,15;1,15;1,16;0,78;6,26;527.285
XII;Salar;Marta;49a;206A;Aquagen;QTL IPN AGE;San Patricio;2020;Lote 2003;14-12-2018;17-08-2020;20,1;68.428;100;4%;4%;68.551;509.878;7,44;1,14;1,16;0,72;7,45;625.510
XII;Salar;Marta;49a;207A;Aquagen;QTL IPN AGE;San Patricio;2020;Lote 2003;18-12-2018;27-08-2020;20,3;68.428;100;5%;4%;68.375;506.888;7,41;1,16;1,20;0,71;7,41;643.177
XII;Salar;Marta;49a;205A;Aquagen;QTL IPN AGE;San Patricio;2020;Lote 2003;14-12-2018;02-09-2020;20,6;68.428;100;4%;9%;71.397;535.038;7,49;1,13;1,15;0,70;7,82;654.175
XII;Salar;Marta;49a;203A;Aquagen;QTL IPN AGE;San Patricio;2020;Lote 2003;14-12-2018;05-09-2020;20,7;68.428;100;5%;19%;78.103;531.887;6,81;1,16;1,19;0,68;7,77;673.701
XII;Salar;Marta;49a;101A;Aquagen;QTL IPN AGE;San Patricio;2020;Lote 2003;18-12-2018;12-09-2020;20,8;68.428;100;5%;9%;71.126;528.698;7,43;1,16;1,19;0,69;7,73;670.579
XII;Salar;Marta;49a;103A;Aquagen;QTL IPN AGE;Sealand;2020;Batch 42;23-12-2018;02-07-2020;18,3;68.428;116;4%;9%;72.270;433.577;6,00;1,14;1,16;0,72;6,34;530.875
XII;Salar;Marta;49a;102A;Aquagen;QTL IPN AGE;Sealand;2020;Batch 42;23-12-2018;08-07-2020;18,5;68.428;116;4%;9%;72.328;447.640;6,19;1,11;1,13;0,72;6,54;533.083
XII;Salar;Marta;49a;104A;Aquagen;QTL IPN AGE;Sealand;2020;Batch 42;23-12-2018;23-07-2020;19,0;68.428;116;3%;11%;73.891;455.404;6,16;1,13;1,14;0,70;6,66;550.708
XII;Salar;Marta;49a;107A;Aquagen;QTL IPN AGE;Sealand;2020;Batch 42;05-01-2019;30-07-2020;18,8;68.428;107;4%;2%;67.251;431.418;6,42;1,14;1,16;0,73;6,30;529.258
XII;Salar;Marta;49a;106A;Aquagen;QTL IPN AGE;Sealand;2020;Batch 42;05-01-2019;12-08-2020;19,2;68.428;113;4%;8%;71.417;464.793;6,51;1,08;1,10;0,71;6,79;541.326
XII;Salar;Marta;49a;105A;Aquagen;QTL IPN AGE;Sealand;2020;Batch 42;23-12-2018;25-08-2020;20,0;68.428;116;3%;-21%;52.163;388.821;7,45;1,17;1,19;0,69;5,68;486.869
XII;Salar;Punta Vergara;45;208A;Aquagen;QTL IPN SRS;Kudiñam;2020;Lote 2002;02-11-2018;28-05-2020;18,8;87.500;146;3%;-4%;81.832;507.755;6,20;1,13;1,15;0,67;5,80;611.247
XII;Salar;Punta Vergara;45;207A;Aquagen;QTL IPN SRS;Kudiñam;2020;Lote 2002;02-11-2018;30-05-2020;18,9;87.500;119;3%;5%;89.881;527.071;5,86;1,11;1,13;0,69;6,02;628.495
XII;Salar;Punta Vergara;45;206A;Aquagen;QTL IPN SRS;Kudiñam;2020;Lote 2002;02-11-2018;06-06-2020;19,1;83.000;108;3%;10%;89.290;525.188;5,88;1,09;1,10;0,70;6,33;612.591
XII;Salar;Punta Vergara;45;105A;Aquagen;QTL IPN SRS;Kudiñam;2020;Lote 2002;03-12-2018;02-08-2020;19,9;87.500;108;3%;3%;88.025;539.497;6,13;1,21;1,23;0,68;6,17;699.682
XII;Salar;Punta Vergara;45;106A;Aquagen;QTL IPN SRS;Kudiñam;2020;Lote 2002;29-11-2018;10-08-2020;20,3;87.500;128;3%;5%;89.174;504.968;5,66;1,25;1,27;0,62;5,77;674.747
XII;Salar;Punta Vergara;45;203A;Aquagen;QTL IPN AGE;Pichicoreo;2020;Lote 2003;17-11-2018;26-05-2020;18,2;87.500;111;4%;-23%;64.153;482.446;7,52;1,13;1,15;0,77;5,51;584.360
XII;Salar;Punta Vergara;45;205A;Aquagen;QTL IPN AGE;Pichicoreo;2020;Lote 2003;17-11-2018;17-06-2020;19,0;87.500;111;4%;12%;94.518;587.045;6,21;1,06;1,09;0,71;6,71;674.479
XII;Salar;Punta Vergara;45;204A;Aquagen;QTL IPN AGE;Pichicoreo;2020;Lote 2003;17-11-2018;22-06-2020;19,1;87.500;111;4%;9%;92.010;593.881;6,45;1,05;1,06;0,71;6,79;667.068
XII;Salar;Punta Vergara;45;102A;Aquagen;QTL IPN AGE;Pichicoreo;2020;Lote 2003;05-12-2018;20-07-2020;19,4;74.000;95;3%;5%;75.258;495.964;6,59;1,15;1,16;0,73;6,70;610.543
XII;Salar;Punta Vergara;45;103A;Aquagen;QTL IPN AGE;Pichicoreo;2020;Lote 2003;05-12-2018;23-07-2020;19,5;87.500;95;2%;-6%;80.539;521.124;6,47;1,20;1,22;0,72;5,96;672.145
XII;Salar;Punta Vergara;45;101A;Aquagen;QTL IPN AGE;Pichicoreo;2020;Lote 2003;05-12-2018;27-07-2020;19,7;87.500;96;2%;7%;91.497;570.797;6,24;1,15;1,17;0,71;6,52;706.431
XII;Salar;Punta Vergara;45;202A;Aquagen;QTL IPN AGE;San Patricio;2020;Lote 2003;26-11-2018;29-06-2020;19,0;87.500;100;5%;5%;87.436;570.736;6,53;1,04;1,05;0,73;6,52;634.895
XII;Salar;Punta Vergara;45;201A;Aquagen;QTL IPN AGE;San Patricio;2020;Lote 2003;26-11-2018;01-07-2020;19,1;87.500;100;5%;4%;86.460;547.261;6,33;1,06;1,07;0,72;6,25;620.373
XII;Salar;Punta Vergara;45;108A;Aquagen;QTL IPN AGE;San Patricio;2020;Lote 2003;26-11-2018;11-07-2020;19,4;87.500;100;5%;-18%;67.782;493.928;7,29;1,14;1,16;0,74;5,64;606.631
XII;Salar;Punta Vergara;45;107A;Aquagen;QTL IPN AGE;San Patricio;2020;Lote 2003;26-11-2018;16-07-2020;19,6;87.500;100;4%;1%;84.727;551.633;6,51;1,15;1,17;0,71;6,30;683.675
XII;Salar;Punta Vergara;45;104A;Aquagen;QTL IPN AGE;Kudiñam;2020;Lote 2002R;03-12-2018;07-08-2020;20,1;59.500;96;3%;5%;60.654;382.483;6,31;1,18;1,20;0,69;6,43;486.888
XII;Salar;Cordova 2;52;201;Aquagen;QTL IPN AGE;Quimeyco;2021;Lote 1088;30-07-2019;04-11-2020;15,2;93.750;153;6%;0%;87.633;482.401;5,50;1,04;1,07;0,79;5,15;539.020
XII;Salar;Cordova 2;52;202;Aquagen;QTL IPN AGE;Quimeyco;2021;Lote 1088;30-07-2019;10-01-2021;17,4;93.750;130;6%;1%;88.721;511.481;5,77;1,06;1,10;0,73;5,46;589.899
XII;Salar;Cordova 2;52;203;Aquagen;QTL IPN AGE;Quimeyco;2021;Lote 1088;30-07-2019;20-01-2021;17,7;93.750;108;9%;1%;85.999;482.687;5,61;1,06;1,10;0,75;5,15;561.383
XII;Salar;Cordova 2;52;204;Aquagen;QTL IPN AGE;Quimeyco;2021;Lote 1088;30-07-2019;25-01-2021;17,9;93.750;118;8%;-5%;81.934;439.530;5,36;1,16;1,20;0,71;4,69;553.451
XII;Salar;Cordova 2;52;205;Aquagen;QTL IPN AGE;Quimeyco;2021;Lote 1088;14-08-2019;04-03-2021;18,6;93.750;136;12%;-7%;76.101;430.255;5,65;1,07;1,18;0,67;4,59;529.934
XII;Salar;Cordova 2;52;208;Aquagen;QTL IPN AGE;El Negro;2021;Lote 0318;13-08-2019;16-02-2021;18,1;93.750;149;11%;3%;86.073;446.211;5,18;1,15;1,21;0,66;4,76;562.134
XII;Salar;Cordova 2;52;207;Aquagen;QTL IPN AGE;El Negro;2021;Lote 0318;13-08-2019;27-02-2021;18,5;93.750;127;10%;-5%;79.951;418.054;5,23;1,25;1,30;0,67;4,46;570.380
XII;Salar;Cordova 2;52;101;Aquagen;QTL IPN AGE;Loncotraro;2021;Lote 2005;24-08-2019;20-11-2020;14,9;93.750;173;6%;-1%;87.672;472.190;5,39;1,04;1,07;0,77;5,04;524.427
XII;Salar;Cordova 2;52;102;Aquagen;QTL IPN AGE;Loncotraro;2021;Lote 2005;25-08-2019;14-01-2021;16,7;93.738;167;6%;-2%;86.182;498.227;5,78;1,02;1,05;0,71;5,32;548.296
XII;Salar;Cordova 2;52;206;Aquagen;QTL IPN AGE;Loncotraro;2021;Lote 2005;24-08-2019;17-01-2021;16,8;93.750;215;6%;-1%;87.645;518.561;5,92;1,05;1,09;0,66;5,53;585.411
XII;Salar;Cordova 2;52;103;Aquagen;QTL IPN AGE;Loncotraro;2021;Lote 2005;09-09-2019;03-02-2021;16,8;93.750;123;7%;-4%;82.940;453.496;5,47;1,09;1,13;0,75;4,84;537.106
XII;Salar;Cordova 2;52;106;Aquagen;QTL IPN AGE;Loncotraro;2021;Lote 2005;20-09-2019;20-02-2021;17,0;93.750;112;9%;-3%;82.385;423.044;5,13;1,12;1,18;0,75;4,51;524.726
XII;Salar;Cordova 2;52;108;Aquagen;QTL IPN AGE;Loncotraro;2021;Lote 2005;25-09-2019;14-03-2021;17,6;93.750;93;13%;0%;81.005;459.676;5,67;1,02;1,09;0,78;4,90;529.361
XII;Salar;Cordova 2;52;104;Aquagen;QTL IPN AGE;Loncotraro;2021;Lote 2005;10-09-2019;16-03-2021;18,1;93.750;120;8%;-3%;83.905;506.896;6,04;1,11;1,15;0,72;5,41;616.026
XII;Salar;Cordova 2;52;105;Aquagen;QTL IPN AGE;Loncotraro;2021;Lote 2005;10-09-2019;21-03-2021;18,3;93.750;125;10%;1%;85.522;496.194;5,80;1,06;1,11;0,70;5,29;578.555
XII;Salar;Cordova 2;52;107;Aquagen;QTL IPN AGE;Loncotraro;2021;Lote 2005;25-09-2019;28-03-2021;18,0;93.750;104;21%;1%;74.520;424.455;5,70;1,10;1,27;0,74;4,53;569.372
XII;Salar;Cordova 1;52;102;Aquagen;QTL IPN AGE;Nilahue;2021;Lote 1094;05-10-2019;06-01-2021;15,0;92.857;150;4%;2%;90.895;503.689;5,54;1,02;1,04;0,80;5,42;548.310
XII;Salar;Cordova 1;52;104;Aquagen;QTL IPN AGE;Nilahue;2021;Lote 1094;05-10-2019;21-12-2020;14,5;92.857;137;11%;-5%;77.643;428.050;5,51;1,03;1,05;0,85;4,61;470.654
XII;Salar;Cordova 1;52;106;Aquagen;QTL IPN AGE;Nilahue;2021;Lote 1094;13-10-2019;10-02-2021;15,9;92.857;141;9%;-1%;84.014;503.642;5,99;1,08;1,10;0,79;5,42;583.243
XII;Salar;Cordova 1;52;108;Aquagen;QTL IPN AGE;Nilahue;2021;Lote 1094;13-10-2019;25-02-2021;16,4;92.857;142;7%;2%;88.524;529.896;5,99;1,04;1,07;0,76;5,71;593.947
XII;Salar;Cordova 1;52;110;Aquagen;QTL IPN AGE;Nilahue;2021;Lote 1094;20-10-2019;02-03-2021;16,4;92.857;124;12%;2%;83.422;478.839;5,74;1,07;1,10;0,78;5,16;552.406
XII;Salar;Cordova 1;52;112;Aquagen;QTL IPN AGE;Nilahue;2021;Lote 1094;06-12-2019;18-05-2021;17,3;92.857;104;11%;0%;83.077;510.203;6,14;1,07;1,12;0,79;5,49;603.599
XII;Salar;Cordova 1;52;103;Aquagen;QTL IPN AGE;Kudiñam;2021;Lote 2004;26-12-2019;29-03-2021;15,0;71.061;161;8%;3%;67.479;379.528;5,62;1,08;1,10;0,79;5,34;436.253
XII;Salar;Cordova 1;52;105;Aquagen;QTL IPN AGE;Kudiñam;2021;Lote 2004;08-11-2019;04-04-2021;16,8;92.857;132;12%;1%;82.852;487.636;5,89;1,13;1,16;0,75;5,25;596.251
XII;Salar;Cordova 1;52;107;Aquagen;QTL IPN AGE;Kudiñam;2021;Lote 2004;08-11-2019;07-02-2021;15,0;92.857;127;26%;1%;70.136;380.075;5,42;1,08;1,11;0,84;4,09;440.686
XII;Salar;Cordova 1;52;109;Aquagen;QTL IPN AGE;Kudiñam;2021;Lote 2004;09-11-2019;07-04-2021;16,9;92.857;128;7%;4%;89.574;547.483;6,11;1,08;1,11;0,77;5,90;638.851
XII;Salar;Cordova 1;52;111;Aquagen;QTL IPN AGE;Kudiñam;2021;Lote 2004;09-11-2019;25-05-2021;18,5;92.857;125;10%;3%;86.675;547.862;6,32;1,12;1,18;0,71;5,90;684.177
XII;Salar;Cordova 1;52;113;Aquagen;QTL IPN AGE;Kudiñam;2021;Lote 2004;20-11-2019;21-04-2021;17,0;92.857;135;7%;-1%;85.734;537.631;6,27;1,11;1,15;0,75;5,79;648.767
XII;Salar;Cordova 1;52;114;Aquagen;QTL IPN AGE;Kudiñam;2021;Lote 2004;20-11-2019;02-05-2021;17,3;92.857;119;13%;-1%;80.651;511.336;6,34;1,07;1,12;0,76;5,51;602.814
XII;Salar;Canal Bertrand;50b;101A;Aquagen;QTL IPN SRS;Sealand;2021;Batch 48;19-02-2020;21-05-2021;15,0;79.365;158;3%;-1%;76.386;422.291;5,53;1,09;1,11;0,79;5,32;488.715
XII;Salar;Canal Bertrand;50b;102A;Aquagen;QTL IPN SRS;Sealand;2021;Batch 48;20-02-2020;26-04-2021;14,1;79.365;159;3%;11%;84.948;441.081;5,19;1,02;1,03;0,83;5,56;475.405
