Región;Especie;Centro;Barrio;Jaula;Cepa;Genetica;Piscucultura origen;Año cierre centro;Batch/Lote; Fecha inicio Siembra ; Fecha Fin ciclo ;Meses cultivo;Num siembra;Peso siembra;% Mortalidad;% Dif inventario;N° cosecha;Biom. Cosecha wfe;Peso Cosecha wfe;FCRb;FCRe;SGR;Productividad;Alimento consumido
XI;Salar;Orestes;30a;23;Aquagen;QTL IPN SRS;Sealand;2021;Batch 47;30-11-2019;05-01-2021;13,2;43.124;128;14%;-5%;35.267;144.154;4,09;1,23;1,45;0,88;3,34;216.243
XI;Salar;Orestes;30a;15;Aquagen;QTL IPN SRS;Sealand;2021;Batch 47;23-11-2019;27-01-2021;14,1;43.124;130;6%;-3%;39.309;181.518;4,62;1,20;1,27;0,84;4,21;240.343
XI;Salar;Orestes;30a;17;Aquagen;QTL IPN SRS;Sealand;2021;Batch 47;24-11-2019;30-01-2021;14,2;43.124;130;3%;-5%;39.501;185.798;4,70;1,23;1,27;0,85;4,31;246.531
XI;Salar;Orestes;30a;13;Aquagen;QTL IPN SRS;Sealand;2021;Batch 47;23-11-2019;04-02-2021;14,4;43.124;130;6%;-3%;39.213;178.568;4,55;1,30;1,37;0,83;4,14;256.214
XI;Salar;Orestes;30a;19;Aquagen;QTL IPN SRS;Sealand;2021;Batch 47;27-11-2019;05-02-2021;14,3;43.124;130;4%;-3%;39.945;188.405;4,72;1,25;1,29;0,84;4,37;253.571
XI;Salar;Orestes;30a;18;Aquagen;QTL IPN SRS;Sealand;2021;Batch 47;21-11-2019;05-02-2021;14,5;43.124;129;4%;-4%;39.656;181.797;4,58;1,23;1,27;0,83;4,22;241.153
XI;Salar;Orestes;30a;14;Aquagen;QTL IPN SRS;Sealand;2021;Batch 47;21-11-2019;08-02-2021;14,6;43.124;138;8%;-5%;37.245;171.593;4,61;1,26;1,36;0,81;3,98;242.207
XI;Salar;Orestes;30a;20;Aquagen;QTL IPN SRS;Sealand;2021;Batch 47;24-11-2019;11-02-2021;14,6;43.124;131;5%;-4%;39.480;180.588;4,57;1,25;1,30;0,82;4,19;244.451
XI;Salar;Orestes;30a;24;Aquagen;QTL IPN SRS;Sealand;2021;Batch 47;27-11-2019;11-02-2021;14,5;43.124;130;5%;-3%;39.885;155.364;3,90;1,31;1,36;0,78;3,60;220.196
XI;Salar;Orestes;30a;22;Aquagen;QTL IPN SRS;Sealand;2021;Batch 47;24-11-2019;11-02-2021;14,6;43.124;131;4%;4%;43.112;196.500;4,56;1,16;1,19;0,81;4,56;244.720
XI;Salar;Orestes;30a;16;Aquagen;QTL IPN SRS;Sealand;2021;Batch 47;21-11-2019;13-02-2021;14,8;43.124;129;12%;3%;39.485;182.365;4,62;1,17;1,31;0,81;4,23;249.053
XI;Salar;Orestes;30a;7;Aquagen;QTL IPN GROWTH;Sealand;2021;Batch 46;15-11-2019;10-01-2021;13,8;43.124;165;10%;-4%;37.399;157.976;4,22;1,23;1,36;0,79;3,66;221.385
XI;Salar;Orestes;30a;10;Aquagen;QTL IPN GROWTH;Sealand;2021;Batch 46;12-11-2019;22-01-2021;14,3;43.124;175;16%;2%;37.080;171.556;4,63;1,14;1,34;0,77;3,98;237.439
XI;Salar;Orestes;30a;6;Aquagen;QTL IPN GROWTH;Sealand;2021;Batch 46;09-11-2019;25-01-2021;14,5;43.124;163;8%;-1%;38.969;194.351;4,99;1,19;1,28;0,79;4,51;258.208
XI;Salar;Orestes;30a;5;Aquagen;QTL IPN GROWTH;Sealand;2021;Batch 46;13-11-2019;26-01-2021;14,4;43.124;165;13%;-6%;34.885;153.815;4,41;1,26;1,44;0,76;3,57;227.611
XI;Salar;Orestes;30a;8;Aquagen;QTL IPN GROWTH;Sealand;2021;Batch 46;10-11-2019;26-01-2021;14,5;43.124;174;12%;-7%;34.782;157.200;4,52;1,28;1,45;0,75;3,65;234.501
XI;Salar;Orestes;30a;12;Aquagen;QTL IPN GROWTH;Sealand;2021;Batch 46;20-11-2019;30-01-2021;14,3;43.124;154;9%;-2%;38.437;163.900;4,26;1,20;1,30;0,78;3,80;221.043
XI;Salar;Orestes;30a;11;Aquagen;QTL IPN GROWTH;Sealand;2021;Batch 46;17-11-2019;01-02-2021;14,5;43.124;157;5%;-3%;39.676;184.604;4,65;1,22;1,27;0,78;4,28;244.435
XI;Salar;Orestes;30a;9;Aquagen;QTL IPN GROWTH;Sealand;2021;Batch 46;17-11-2019;02-02-2021;14,5;43.124;158;7%;-3%;38.934;182.066;4,68;1,23;1,29;0,78;4,22;242.961
XI;Salar;Level 2;19b;5;Aquagen;QTL IPN GROWTH;Sealand;2021;Batch 46;18-10-2019;24-09-2020;11,2;44.444;151;7%;-3%;40.295;205.705;5,10;1,08;1,15;1,05;4,63;246.188
XI;Salar;Level 2;19b;11;Aquagen;QTL IPN GROWTH;Sealand;2021;Batch 46;20-10-2019;09-12-2020;13,6;44.444;144;6%;-1%;41.091;236.074;5,75;1,11;1,16;0,90;5,31;288.078
XI;Salar;Level 2;19b;17;Aquagen;QTL IPN GROWTH;Sealand;2021;Batch 46;24-10-2019;10-12-2020;13,5;44.444;154;5%;-1%;41.470;233.627;5,63;1,11;1,15;0,89;5,26;281.171
XI;Salar;Level 2;19b;13;Aquagen;QTL IPN GROWTH;Sealand;2021;Batch 46;22-10-2019;11-12-2020;13,6;44.444;153;5%;-4%;40.124;222.497;5,55;1,15;1,19;0,88;5,01;276.733
XI;Salar;Level 2;19b;6;Aquagen;QTL IPN GROWTH;Sealand;2021;Batch 46;25-10-2019;13-12-2020;13,6;44.444;146;4%;-2%;41.614;229.518;5,52;1,11;1,15;0,89;5,16;276.067
XI;Salar;Level 2;19b;15;Aquagen;QTL IPN GROWTH;Sealand;2021;Batch 46;23-10-2019;16-12-2020;13,8;44.444;155;6%;-3%;40.452;221.029;5,46;1,13;1,18;0,87;4,97;272.796
XI;Salar;Level 2;19b;9;Aquagen;QTL IPN GROWTH;Sealand;2021;Batch 46;20-10-2019;17-12-2020;13,9;44.444;140;6%;-10%;37.664;215.410;5,72;1,22;1,27;0,89;4,85;287.146
XI;Salar;Level 2;19b;7;Aquagen;QTL IPN GROWTH;Sealand;2021;Batch 46;19-10-2019;25-12-2020;14,2;44.444;144;9%;-5%;38.459;218.789;5,69;1,17;1,26;0,87;4,92;287.754
XI;Salar;Level 2;19b;16;Aquagen;QTL IPN GROWTH;Sealand;2021;Batch 46;29-10-2019;30-12-2020;14,0;44.444;149;4%;5%;44.669;227.199;5,09;1,09;1,12;0,84;5,11;267.373
XI;Salar;Level 2;19b;1;Aquagen;QTL IPN GROWTH;Sealand;2021;Batch 46;18-10-2019;02-01-2021;14,5;44.444;150;4%;-3%;41.624;235.878;5,67;1,19;1,22;0,84;5,31;301.631
XI;Salar;Level 2;19b;3;Aquagen;QTL IPN GROWTH;Sealand;2021;Batch 46;18-10-2019;03-01-2021;14,5;44.444;151;9%;-2%;39.368;220.522;5,60;1,11;1,18;0,83;4,96;272.367
XI;Salar;Level 2;19b;2;Aquagen;QTL IPN GROWTH;Sealand;2021;Batch 46;24-10-2019;06-01-2021;14,4;44.444;149;4%;-2%;42.021;234.045;5,57;1,10;1,13;0,84;5,27;275.846
XI;Salar;Level 2;19b;4;Aquagen;QTL IPN GROWTH;Sealand;2021;Batch 46;24-10-2019;07-01-2021;14,5;44.444;149;4%;1%;42.845;237.781;5,55;1,11;1,14;0,84;5,35;282.789
XI;Salar;Level 2;19b;8;Aquagen;QTL IPN GROWTH;Sealand;2021;Batch 46;25-10-2019;10-01-2021;14,5;44.444;144;7%;1%;41.974;227.900;5,43;1,12;1,18;0,84;5,13;282.724
XI;Salar;Level 2;19b;10;Aquagen;QTL IPN GROWTH;Sealand;2021;Batch 46;26-10-2019;10-01-2021;14,5;44.444;145;6%;0%;41.836;225.996;5,40;1,16;1,22;0,83;5,08;289.411
XI;Salar;Level 2;19b;12;Aquagen;QTL IPN GROWTH;Sealand;2021;Batch 46;27-10-2019;23-01-2021;14,9;44.444;151;8%;0%;40.938;228.061;5,57;1,14;1,22;0,81;5,13;290.951
XI;Salar;Level 2;19b;14;Aquagen;QTL IPN GROWTH;Sealand;2021;Batch 46;27-10-2019;23-01-2021;14,9;44.444;153;5%;-1%;41.927;227.897;5,44;1,13;1,18;0,80;5,13;280.430
XI;Salar;Level 2;19b;18;Aquagen;QTL IPN GROWTH;Sealand;2021;Batch 46;29-10-2019;25-01-2021;14,9;44.444;146;4%;-5%;40.507;211.725;5,23;1,19;1,22;0,80;4,76;270.015
XI;Salar;Isquiliac;22d;7;Aquagen;QTL IPN SRS;Sealand;2021;Batch 48;07-03-2020;24-03-2021;12,5;75.000;167;6%;-2%;69.007;345.822;5,01;1,07;1,09;0,91;4,61;392.986
XI;Salar;Isquiliac;22d;11;Aquagen;QTL IPN SRS;Sealand;2021;Batch 48;07-03-2020;07-04-2021;13,0;75.000;152;8%;-2%;67.991;333.866;4,91;1,04;1,07;0,90;4,45;370.930
XI;Salar;Isquiliac;22d;9;Aquagen;QTL IPN SRS;Sealand;2021;Batch 48;07-03-2020;10-04-2021;13,1;75.000;159;4%;-2%;70.982;363.574;5,12;1,07;1,09;0,89;4,85;413.596
XI;Salar;Isquiliac;22d;2;Aquagen;QTL IPN SRS;Sealand;2021;Batch 48;29-02-2020;12-04-2021;13,4;75.000;177;11%;-6%;62.369;329.041;5,28;1,13;1,20;0,85;4,39;409.900
XI;Salar;Isquiliac;22d;6;Aquagen;QTL IPN SRS;Sealand;2021;Batch 48;04-03-2020;14-04-2021;13,3;75.000;171;5%;-3%;68.845;339.153;4,93;1,15;1,18;0,84;4,52;415.182
XI;Salar;Isquiliac;22d;4;Aquagen;QTL IPN SRS;Sealand;2021;Batch 48;03-03-2020;16-04-2021;13,4;75.000;177;5%;-1%;70.825;349.298;4,93;1,14;1,16;0,83;4,66;421.698
XI;Salar;Isquiliac;22d;1;Aquagen;QTL IPN SRS;Sealand;2021;Batch 48;28-02-2020;21-04-2021;13,7;75.000;155;5%;-4%;67.894;357.781;5,27;1,14;1,17;0,86;4,77;435.077
XI;Salar;Isquiliac;22d;3;Aquagen;QTL IPN SRS;Sealand;2021;Batch 48;28-02-2020;25-04-2021;13,8;75.000;157;5%;-7%;66.363;337.775;5,09;1,16;1,19;0,84;4,50;418.064
XI;Salar;Isquiliac;22d;5;Aquagen;QTL IPN SRS;Sealand;2021;Batch 48;28-02-2020;28-04-2021;13,9;75.000;160;6%;-2%;68.875;344.541;5,00;1,14;1,18;0,83;4,59;422.190
XI;Salar;Isquiliac;22d;10;Aquagen;QTL IPN SRS;Sealand;2021;Batch 49;08-04-2020;29-03-2021;11,6;75.000;128;3%;-4%;69.424;281.756;4,06;1,09;1,11;0,99;3,76;326.354
XI;Salar;Isquiliac;22d;12;Aquagen;QTL IPN SRS;Sealand;2021;Batch 49;08-04-2020;05-04-2021;11,9;75.000;128;4%;4%;74.705;300.961;4,03;1,09;1,11;0,97;4,01;349.551
XI;Salar;Isquiliac;22d;8;Aquagen;QTL IPN SRS;Sealand;2021;Batch 49;08-04-2020;05-04-2021;11,9;75.000;128;3%;0%;72.591;304.512;4,19;1,11;1,13;0,98;4,06;357.888
XI;Salar;Elena Weste;28a;1;Aquagen;QTL IPN SRS;Sealand;2021;Batch 49;30-05-2020;31-05-2021;12,0;40.909;194;13%;-5%;33.693;145.426;4,32;1,07;1,16;0,87;3,55;172.059
XI;Salar;Elena Weste;28a;3;Aquagen;QTL IPN SRS;Sealand;2021;Batch 49;30-05-2020;01-06-2021;12,0;40.909;191;26%;1%;30.631;127.154;4,15;1,00;1,16;0,86;3,11;149.557
XI;Salar;Elena Weste;28a;5;Aquagen;QTL IPN SRS;Sealand;2021;Batch 49;03-06-2020;04-06-2021;12,0;40.909;179;10%;-3%;35.549;140.814;3,96;1,02;1,09;0,87;3,44;156.751
XI;Salar;Elena Weste;28a;7;Aquagen;QTL IPN SRS;Sealand;2021;Batch 49;09-06-2020;09-06-2021;12,0;40.909;182;14%;2%;35.993;144.484;4,01;1,03;1,09;0,87;3,53;161.595
XI;Salar;Elena Weste;28a;6;Aquagen;QTL IPN SRS;Sealand;2021;Batch 49;03-06-2020;12-06-2021;12,3;40.909;180;9%;-1%;36.865;142.736;3,87;0,99;1,03;0,84;3,49;151.210
XI;Salar;Elena Weste;28a;4;Aquagen;QTL IPN SRS;Sealand;2021;Batch 49;31-05-2020;12-06-2021;12,4;41.131;179;12%;-4%;34.483;143.835;4,17;1,04;1,11;0,85;3,50;163.914
XI;Salar;Elena Weste;28a;2;Aquagen;QTL IPN SRS;Sealand;2021;Batch 49;31-05-2020;14-06-2021;12,4;40.687;179;13%;-2%;34.710;136.352;3,93;1,00;1,07;0,83;3,35;148.789
XI;Salar;Elena Weste;28a;8;Aquagen;QTL IPN SRS;El Peumo;2021;Lote Marine Harvest;07-06-2020;07-05-2021;11,0;40.909;146;7%;-1%;37.936;156.373;4,12;1,01;1,05;1,02;3,82;169.536
XI;Salar;Elena Weste;28a;9;Aquagen;QTL IPN SRS;El Peumo;2021;Lote Marine Harvest;07-06-2020;08-05-2021;11,0;40.909;147;9%;1%;37.363;151.610;4,06;1,03;1,10;1,01;3,71;172.611
XI;Salar;Elena Weste;28a;19;Aquagen;QTL IPN SRS;El Peumo;2021;Lote Marine Harvest;21-06-2020;13-05-2021;10,7;40.909;136;2%;-1%;39.626;163.516;4,13;1,07;1,08;1,07;4,00;184.304
XI;Salar;Elena Weste;28a;20;Aquagen;QTL IPN SRS;El Peumo;2021;Lote Marine Harvest;21-06-2020;17-05-2021;10,8;40.909;121;6%;12%;42.982;168.208;3,91;1,04;1,09;1,07;4,11;191.334
XI;Salar;Elena Weste;28a;10;Aquagen;QTL IPN SRS;El Peumo;2021;Lote Marine Harvest;11-06-2020;26-05-2021;11,4;40.909;123;7%;0%;37.728;151.072;4,00;1,02;1,07;1,02;3,69;168.445
XI;Salar;Elena Weste;28a;15;Aquagen;QTL IPN SRS;El Peumo;2021;Lote Marine Harvest;23-06-2020;27-05-2021;11,1;40.909;117;10%;21%;45.133;156.415;3,47;1,02;1,09;1,02;3,82;177.831
XI;Salar;Elena Weste;28a;21;Aquagen;QTL IPN SRS;El Peumo;2021;Lote Marine Harvest;21-06-2020;15-06-2021;11,8;40.909;129;5%;-9%;35.063;158.462;4,52;1,16;1,20;1,01;3,87;197.427
XI;Salar;Elena Weste;28a;22;Aquagen;QTL IPN SRS;El Peumo;2021;Lote Marine Harvest;23-06-2020;18-06-2021;11,8;37.912;114;3%;-25%;27.241;138.151;5,07;0,95;0,97;1,07;3,64;139.493
XI;Salar;Elena Weste;28a;14;Aquagen;QTL IPN AGE;Kudiñam;2021;Lote 2010;12-06-2020;04-05-2021;10,7;40.909;192;3%;-4%;38.300;173.018;4,52;1,06;1,07;0,99;4,23;190.503
XI;Salar;Elena Weste;28a;13;Aquagen;QTL IPN AGE;Kudiñam;2021;Lote 2010;09-06-2020;06-05-2021;10,9;40.909;222;4%;-6%;37.215;171.709;4,61;1,08;1,10;0,94;4,20;193.404
XI;Salar;Elena Weste;28a;12;Aquagen;QTL IPN AGE;Kudiñam;2021;Lote 2010;12-06-2020;09-05-2021;10,9;40.909;204;3%;-1%;39.275;180.089;4,59;1,04;1,05;0,96;4,40;194.706
XI;Salar;Elena Weste;28a;11;Aquagen;QTL IPN AGE;Kudiñam;2021;Lote 2010;09-06-2020;12-05-2021;11,0;40.909;213;5%;-5%;36.925;168.245;4,56;1,06;1,10;0,93;4,11;188.608
XI;Salar;Elena Weste;28a;17;Aquagen;QTL IPN AGE;Kudiñam;2021;Lote 2010;16-06-2020;13-05-2021;10,9;40.909;177;3%;1%;40.069;164.565;4,11;1,03;1,04;0,97;4,02;176.626
XI;Salar;Elena Weste;28a;16;Aquagen;QTL IPN AGE;Kudiñam;2021;Lote 2010;13-06-2020;25-05-2021;11,3;40.909;177;3%;2%;40.265;184.295;4,58;1,03;1,05;0,96;4,50;200.052
XI;Salar;Elena Weste;28a;18;Aquagen;QTL IPN AGE;Kudiñam;2021;Lote 2010;16-06-2020;30-05-2021;11,4;40.909;206;5%;7%;41.627;191.893;4,61;1,03;1,07;0,91;4,69;211.263
XI;Salar;Williams 1;21d;122;Aquagen;QTL IPN GROWTH;Lican;2021;Lote 1095;17-04-2020;20-04-2021;12,1;45.454;117;12%;15%;46.896;180.573;3,85;1,11;1,20;0,97;3,97;226.773
XI;Salar;Williams 1;21d;120;Aquagen;QTL IPN GROWTH;Lican;2021;Lote 1095;17-04-2020;23-04-2021;12,2;45.454;116;10%;20%;49.804;195.243;3,92;1,07;1,14;0,97;4,30;232.634
XI;Salar;Williams 1;21d;121;Aquagen;QTL IPN GROWTH;Lican;2021;Lote 1095;17-04-2020;30-04-2021;12,4;45.454;114;8%;-18%;33.842;123.263;3,64;1,19;1,27;0,94;2,71;162.281
XI;Salar;Williams 1;21d;119;Aquagen;QTL IPN GROWTH;Lican;2021;Lote 1095;17-04-2020;30-04-2021;12,4;45.454;115;8%;-4%;40.293;184.931;4,59;1,10;1,16;0,99;4,07;223.923
XI;Salar;Williams 1;21d;113;Aquagen;QTL IPN GROWTH;Lican;2021;Lote 1095;19-05-2020;30-04-2021;11,3;45.454;110;6%;10%;47.121;193.081;4,10;1,03;1,06;1,07;4,25;214.612
XI;Salar;Williams 1;21d;117;Aquagen;QTL IPN GROWTH;Lican;2021;Lote 1095;25-05-2020;19-05-2021;11,8;45.454;110;8%;2%;42.953;191.178;4,45;1,07;1,12;1,05;4,21;224.091
XI;Salar;Williams 1;21d;118;Aquagen;QTL IPN GROWTH;Lican;2021;Lote 1095;02-06-2020;16-06-2021;12,4;45.454;110;15%;1%;38.814;159.104;4,10;1,09;1,25;0,97;3,50;208.021
XI;Salar;Williams 1;21d;115;Aquagen;QTL IPN GROWTH;Lican;2021;Lote 1095;22-05-2020;21-06-2021;13,0;45.454;110;13%;-9%;35.711;162.781;4,56;1,12;1,25;0,96;3,58;211.926
XI;Salar;Williams 1;21d;116;Aquagen;QTL IPN GROWTH;Lican;2021;Lote 1095;30-05-2020;22-06-2021;12,7;45.454;110;18%;0%;37.344;153.235;4,10;1,13;1,24;0,95;3,37;197.828
XI;Salar;Williams 1;21d;114;Aquagen;QTL IPN GROWTH;Lican;2021;Lote 1095;28-05-2020;24-06-2021;12,9;45.454;110;10%;1%;41.416;171.150;4,13;1,09;1,17;0,94;3,77;208.956
XI;Salar;Williams 1;21d;111;Aquagen;QTL IPN GROWTH;Lican;2021;Lote 1095;19-05-2020;27-06-2021;13,2;45.454;113;7%;-4%;40.377;177.676;4,40;1,11;1,16;0,92;3,91;215.434
XI;Salar;Williams 1;21d;112;Aquagen;QTL IPN GROWTH;Lican;2021;Lote 1095;28-05-2020;28-06-2021;13,0;45.454;110;10%;-3%;39.514;178.147;4,51;1,11;1,19;0,96;3,92;221.180
XI;Salar;Williams 1;21d;103;Aquagen;QTL IPN SRS;Sealand;2021;Batch 49;06-05-2020;29-05-2021;12,7;45.454;156;11%;1%;41.099;158.501;3,86;1,23;1,31;0,84;3,49;213.376
XI;Salar;Williams 1;21d;101;Aquagen;QTL IPN SRS;Sealand;2021;Batch 49;06-05-2020;21-06-2021;13,5;45.454;145;12%;19%;48.569;192.006;3,95;1,02;1,10;0,82;4,22;220.171
XI;Salar;Williams 1;21d;104;Aquagen;QTL IPN SRS;Sealand;2021;Batch 49;06-05-2020;03-07-2021;13,9;45.454;156;12%;-7%;36.621;163.380;4,46;1,14;1,24;0,81;3,59;209.087
XI;Salar;Williams 1;21d;102;Aquagen;QTL IPN SRS;Sealand;2021;Batch 49;06-05-2020;04-07-2021;13,9;45.454;145;15%;-6%;36.212;149.296;4,12;1,14;1,29;0,81;3,28;199.241
XI;Salar;Williams 1;21d;107;Aquagen;QTL IPN SRS;El Peumo;2021;Lote Marine Harvest;04-05-2020;15-05-2021;12,3;45.454;140;12%;9%;43.954;192.362;4,38;1,04;1,13;0,94;4,23;226.696
XI;Salar;Williams 1;21d;109;Aquagen;QTL IPN SRS;El Peumo;2021;Lote Marine Harvest;04-05-2020;21-05-2021;12,5;45.454;160;12%;0%;40.239;177.627;4,41;1,13;1,25;0,89;3,91;229.549
XI;Salar;Williams 1;21d;106;Aquagen;QTL IPN SRS;El Peumo;2021;Lote Marine Harvest;08-05-2020;23-05-2021;12,5;45.454;143;5%;3%;44.381;180.196;4,06;1,12;1,17;0,90;3,96;218.674
XI;Salar;Williams 1;21d;110;Aquagen;QTL IPN SRS;El Peumo;2021;Lote Marine Harvest;08-05-2020;28-06-2021;13,6;45.454;127;7%;1%;42.735;190.573;4,46;1,19;1,24;0,87;4,19;246.247
XI;Salar;Williams 1;21d;105;Aquagen;QTL IPN SRS;El Peumo;2021;Lote Marine Harvest;04-05-2020;29-06-2021;13,8;45.454;132;13%;10%;44.223;195.572;4,42;1,07;1,16;0,85;4,30;236.243
XI;Salar;Williams 1;21d;108;Aquagen;QTL IPN SRS;El Peumo;2021;Lote Marine Harvest;08-05-2020;03-07-2021;13,8;45.454;120;13%;3%;40.675;167.732;4,12;1,09;1,20;0,86;3,69;210.557
XI;Salar;Punta Cola;28b;103A;Hendrix Genetics;QTL IPN AGE;Quimeyco;2021;Lote 2006A;09-07-2020;31-07-2021;12,7;42.664;120;23%;0%;33.122;196.602;5,94;1,00;1,03;1,03;4,61;213.403
XI;Salar;Punta Cola;28b;104A;Hendrix Genetics;QTL IPN AGE;Quimeyco;2021;Lote 2006A;13-07-2020;29-07-2021;12,5;42.664;120;20%;1%;34.353;194.358;5,66;0,99;1,01;1,03;4,56;206.775
XI;Salar;Punta Cola;28b;105A;Hendrix Genetics;QTL IPN AGE;Quimeyco;2021;Lote 2006A;09-07-2020;02-08-2021;12,8;42.664;120;23%;4%;34.892;198.745;5,70;0,99;1,02;1,01;4,66;212.492
XI;Salar;Punta Cola;28b;106A;Hendrix Genetics;QTL IPN AGE;Quimeyco;2021;Lote 2006A;13-07-2020;31-07-2021;12,6;42.664;120;20%;-2%;33.408;182.523;5,46;1,02;1,04;1,02;4,28;199.477
XI;Salar;Punta Cola;28b;107A;Hendrix Genetics;QTL IPN AGE;Quimeyco;2021;Lote 2006A;16-07-2020;06-08-2021;12,7;42.664;120;31%;-3%;28.245;147.959;5,24;1,11;1,16;1,00;3,47;178.889
XI;Salar;Punta Cola;28b;108A;Hendrix Genetics;QTL IPN AGE;Quimeyco;2021;Lote 2006A;15-07-2020;23-08-2021;13,2;42.663;120;36%;4%;29.309;173.632;5,92;0,98;1,03;0,98;4,07;187.385
XI;Salar;Punta Cola;28b;109A;Hendrix Genetics;QTL IPN AGE;Quimeyco;2021;Lote 2006A;16-07-2020;12-08-2021;12,9;42.664;120;30%;-2%;28.932;167.031;5,77;1,03;1,08;1,01;3,92;187.675
XI;Salar;Punta Cola;28b;114A;Hendrix Genetics;QTL IPN AGE;Quimeyco;2021;Lote 2006A;09-07-2020;19-07-2021;12,3;42.664;120;16%;-5%;33.962;177.828;5,24;1,07;1,10;1,03;4,17;204.529
XI;Salar;Punta Cola;28b;110A;Aquagen;QTL IPN AGE;Quimeyco;2021;Lote 2006B;19-07-2020;23-08-2021;13,1;42.664;120;25%;6%;34.655;193.775;5,59;1,07;1,11;0,98;4,54;225.066
XI;Salar;Punta Cola;28b;111A;Aquagen;QTL IPN AGE;Quimeyco;2021;Lote 2006B;17-07-2020;15-08-2021;12,9;42.664;120;29%;1%;30.798;173.057;5,62;1,11;1,17;0,99;4,06;210.839
XI;Salar;Punta Cola;28b;112A;Aquagen;QTL IPN AGE;Quimeyco;2021;Lote 2006B;19-07-2020;19-08-2021;13,0;42.664;133;10%;5%;40.762;237.031;5,82;1,08;1,10;0,97;5,56;274.090
XI;Salar;Punta Cola;28b;113A;Aquagen;QTL IPN AGE;Quimeyco;2021;Lote 2006B;07-07-2020;25-07-2021;12,6;42.664;120;13%;-16%;30.480;178.769;5,87;1,13;1,16;1,03;4,19;217.951
XI;Salar;Punta Cola;28b;115A;Aquagen;QTL IPN AGE;Quimeyco;2021;Lote 2006B;05-07-2020;25-07-2021;12,6;42.664;120;14%;-1%;36.158;200.637;5,55;1,08;1,11;1,01;4,70;234.635
XI;Salar;Punta Cola;28b;116A;Aquagen;QTL IPN AGE;Quimeyco;2021;Lote 2006B;04-07-2020;21-07-2021;12,5;42.664;120;23%;-2%;32.148;188.693;5,87;1,00;1,03;1,04;4,42;203.980
XI;Salar;Punta Cola;28b;117A;Aquagen;QTL IPN AGE;Quimeyco;2021;Lote 2006B;05-07-2020;27-07-2021;12,7;42.664;120;19%;-7%;31.518;179.139;5,68;1,07;1,12;1,02;4,20;209.080
XI;Salar;Punta Cola;28b;118A;Aquagen;QTL IPN AGE;Quimeyco;2021;Lote 2006B;03-07-2020;23-07-2021;12,6;42.664;120;16%;-7%;32.792;180.464;5,50;1,12;1,15;1,01;4,23;217.594
XI;Salar;Punta Cola;28b;119A;Aquagen;QTL IPN AGE;Quimeyco;2021;Lote 2006B;29-06-2020;13-07-2021;12,4;42.664;120;21%;-5%;31.674;179.819;5,68;1,10;1,15;1,04;4,21;215.635
XI;Salar;Punta Cola;28b;120A;Aquagen;QTL IPN AGE;Quimeyco;2021;Lote 2006B;03-07-2020;13-07-2021;12,3;42.664;120;20%;-4%;32.298;175.231;5,43;1,12;1,16;1,04;4,11;213.492
XI;Salar;Punta Cola;28b;121A;Aquagen;QTL IPN AGE;Quimeyco;2021;Lote 2006B;29-06-2020;18-07-2021;12,6;42.664;120;26%;-2%;30.405;169.061;5,56;1,11;1,17;1,02;3,96;205.848
XI;Salar;Punta Cola;28b;122A;Aquagen;QTL IPN AGE;Quimeyco;2021;Lote 2006B;02-07-2020;07-07-2021;12,1;42.664;120;15%;2%;36.841;202.443;5,50;1,01;1,04;1,05;4,75;220.804
XI;Salar;Punta Cola;28b;101A;Hendrix Genetics;QTL IPN SRS;Santa Teresa;2021;Lote 2008B;20-07-2020;08-08-2021;12,6;42.664;164;17%;13%;40.993;214.129;5,22;1,06;1,09;0,92;5,02;243.669
XI;Salar;Punta Cola;28b;102A;Hendrix Genetics;QTL IPN SRS;Santa Teresa;2021;Lote 2008B;22-07-2020;12-08-2021;12,7;42.664;125;7%;-3%;38.664;202.049;5,23;1,06;1,09;0,99;4,74;230.442
XI;Salar;Elena Norte;28a;1;Aquagen;QTL IPN GROWTH;Lican;2021;Lote 1095;13-08-2020;02-06-2021;9,6;40.000;110;6%;-2%;37.053;167.894;4,53;1,07;1,10;1,29;4,20;193.296
XI;Salar;Elena Norte;28a;3;Aquagen;QTL IPN GROWTH;Lican;2021;Lote 1095;13-08-2020;05-06-2021;9,7;40.000;110;9%;-3%;35.245;148.800;4,22;1,05;1,09;1,26;3,72;169.187
XI;Salar;Elena Norte;28a;4;Aquagen;QTL IPN GROWTH;Lican;2021;Lote 1095;17-08-2020;10-06-2021;9,7;36.968;110;6%;-7%;32.127;138.565;4,31;1,10;1,12;1,26;3,75;162.823
XI;Salar;Elena Norte;28a;2;Aquagen;QTL IPN GROWTH;Lican;2021;Lote 1095;13-08-2020;14-06-2021;10,0;40.000;110;7%;-2%;36.513;160.603;4,40;1,02;1,05;1,23;4,02;177.191
XI;Salar;Elena Norte;28a;12;Aquagen;QTL IPN SRS;Quiman;2021;Lote 1096;12-09-2020;11-07-2021;9,9;44.420;148;13%;18%;46.909;143.075;3,05;1,04;1,12;1,03;3,22;165.669
XI;Salar;Elena Norte;28a;5;Aquagen;QTL IPN SRS;Quiman;2021;Lote 1096;20-08-2020;04-08-2021;11,4;40.909;141;3%;-2%;38.796;173.049;4,46;1,07;1,08;1,01;4,23;195.384
